,text,hs,translated_text
500,rt @ wongawas : overdosis @ metro_tv membela penista agama . https : \/\/t.co\/i84rarpy5w,1,RT @ Wongawas: Overdose @ Metro_TV defend the religious penist.https: \ / \ / t.co \ / i84rarpy5w
501,"kaga masuk diakal kite kalo suara penista agama yg dah dikutuk ame umat islam suara nye , emang sengaja ditinggiin tuh",1,"Kaga entered kite if the voice of the religion was condemned by Muslims, the voice of Islam, was intentionally passed"
502,rt @ andreobz : pantasan pecat dr menteri ... data2 aj ngawur memkasakan betul..hahaha # ahokpastitumbang # paslon3 # pilgubdki,1,RT @ Andreobz: Recipation of Drugs Dr. Minister ... Data2 AJ Ngawur Preciously ... Hahaha # Ahokpastitumbang # PASLON3 # PILGUBDKI
503,rt @ bangsapenguasa : penjarakan ahoax penista agama jokowi turun. # konsolidasidewanpkb https : \/\/t.co\/xow5eakisk,1,RT @ bangsapenguatu: Taking Ahoax Penista Jokowi Religion Down.# consolidasidewanpkb https: \ / \ / t.co \ / xow5EAkisk
504,"napa dibiarin tim si penista agama maen curang maren , emang sengaja dibiarin biar ntar digaplok umat islam rame2 jakarta tuh penista",1,"Napa was divided by the team of religion playing Maren cheating, it was deliberately divided so that it was to be annoyed by Muslims Rame2 Jakarta, Penista"
505,hahahahhahaa silvy ohh silvy cacingan loe ahhh wkwkwkwkwkk # debatfinalpilkadajkt,1,hahahahhahaa silvy ohh silvy worms you ahhh wkwkwkwkwkk # debatefinalpilkadajkt
506,rt @ rakyat_angin : ahok taik . \ '' menfitnah\ '' . emang lu tukang caci maki perempuannn ! ! asuuu # ahokpastitumbang # debatfinalpilkadajkt,1,RT @ People_angin: Ahok taik.\ '' Defame \ ''.Emang Lu Cusmine MakiNnn!!Asuuu # AhokPastIppore # debebininalPilkadajkt
507,rt @ hasanarisandi : # ahokpastitumbang fakta bilang fitnah\n # debatfinalpilkadajkt,1,RT @ Hasanarisandi: # Ahokpastitumbang Facts Bilang Fitnah \ n # Debatfinalpilkadital
508,"shame on you silvy ! ! ga malu fitnah ? ? tuh rasain ahok panas , skak mat # debatfinalpilkadajkt",1,"Shame on you silvy!Thank you!Isn't it embarrassed?Later?tuh rasain ahok hot, skak mat # debatefinalpilkadajkt"
509,bu silvi anti pns level rendah # debatfinalpilkadajkt,1,BU Silvi Anti PNS Level Rendah # Debatfinalpilkadai
510,rt @ annisafytr : orang islam bodoh goblok memilik ahok ! # debatfinalpilkadajkt,1,RT @ annisyafitri: Stupid Muslims GOBOK have ahok!# Debate Finalpilkada JKT
511,"@ divhumashansip : fitnah fpi pecah ulah ahoker yg elektabilitas ahok tinggal 10 % , kelojotan mui+nu+muhammadi",1,"@ DivhumasterSip: FPI slander broke ahoker's ahok, ahok electability of 10%, Kelojotan MUI + NU + Muhammadi"
512,norak banget iklan mantan mendikbud @ aniesbaswedan . gak respech.. tenun kebangsaan yg maksud.\u2026 https : \/\/t.co\/ux7heykblg,1,Really tacky advertisement of former Mendikbud @ Aniesbaswedan.No respech .. the nature of the nature of the purpose. \ u2026 https: \ / \ / t.co \ / ux7heykblg
513,"rt @ divhumashansip : yg nebar kebencian ahok mbak , mbak gak tau sih terdakwa loh @ anizzahgedrun",1,"RT @ divhumasides: the narrated hatred ahok mbak, mbak doesn't know the defendant loh @ anizzzahmedrun"
514,bu sylvi gak mutu . # debatfinalpilkadajkt,1,Mrs. Sylvi doesn't quality.# Debatfinalpilkadajkt
515,huuu sylvi apa-apa ngoceh # nobarahokdjarot # debatfinalpilkadajkt,1,Huuu Sylvi Nothing # NobarahokDjarot # DebatfinalPilkadajkt
516,sylvi keliatan bloonnya # debatfinalpilkadajkt,1,Sylvi Keliatan Bloonnya # Debate FinalPilkadai
517,rt @ wanitarevolusi : ahoax penista agama mengolok olok surat al-maidah 51 . cc @ dahnilanzar,1,RT @ Wanitarevolution: AHOAX Religion Penistas Make fun of Al-Maidah's letter 51.CC @ dahnilanzar
518,# jakartabanjir pemimpinnya gak akhlak yg ... penista agama .,1,# Jakartajaan the leader is not moral who ... religious penista.
519,# debatfinalpilkadajkt mati kau hok,1,# Debatfinalpilkadaikt Mati Kau Hok
520,yg ga program bisanya fitnah . ciri orang yg demen ngambil kjp kontan # debatfinalpilkadajkt,1,The program usually has slander.Characteristics of People Who Temen Take KJP Kontan # DebatfinalPilkadaJKT
521,mpok silvi nyinyir melulu nya sayang sesat ! maklum sih dese emakemak ! # debatfinaldki # debatfinalpilkadajkt,1,Mpok Silvi's nyjyir followed hersy!What is the love of the imaginess.# debatefinaldki # debbatfinalkidajkt
522,rt @ bajigurceleng : @ jpnncom hahaha jelas2 pilkada dasar polisi made in cina pelindung penista agama,1,RT @ bajigurceleng: @ JPNNCOM HAHAHA Obviously the police base election Made in China Protective Penista Religion
523,kurangnya pemberdayaan wanita dki jakarta telaknya perbedaan warna muka warna tangan mpok sylvi # debatfinalpilkadajkt,1,Lack of Empowerment of DKI Jakarta Women at the Charity Difference Color Color Mpok Sylvi # DebatfinalPilkadajkt
524,agus silvy tukang fitnah # debatfinalpilkadajkt,1,"Agus Silvy, a slanderer # debatefinalpilkadajkt"
525,# debatfinalpilkadajkt yaudah gus kalo ga sakit fisik verbal gw gebukin lo rame2,1,# Debatfinalpilkadajkt yaudah gus if it doesn't hurt your verbal verbal gw gebukin lo me2
526,keluarga gak yg maling coyy gak trauma kaleeeee emang kluarga ente ?,1,The family isn't the thieves of coyy not trauma kaleeeee emang kluarga ente?
527,jg kaitkan jokowi ahok johan budi . . jokowi anjing . ahok babi . ya berbeda . otaknya,1,It also hook Jokowi Ahok Johan Budi..Jokowi dog.Ahok pig.Yes it's different.His brain
528,bajingan lu silvy # debatfinalpilkadajkt,1,Bajingan Lu Silvy # Debate FinalPilkadai
529,"hasil , @ jokowi melindungi ahok terdakwa penista agama ! ! !",1,"Results, @ Jokowi protects Ahok defendant religious penisti!Thank you!Thank you!"
530,rt @ sibonekakayu : selepas banjir jakarta 212 pendukung ahok mengganti narasi doa . keuntungan sang penista agama,1,RT @ sibonekakayu: After the Jakarta flood 212 Ahok supporters changed the prayer narrative.the advantage of the religion
531,tionghoa kaya ? putus sekolah ? kebanyakan dugem ?,1,rich Chinese?dropout ?Most dugem?
532,gusur ahok indonesia . teladan buruk pembangkangan hukum anti kemanusiaan jakarta jgn tertular daerah . # coblospecinya,1,Gusur Ahok Indonesia.The bad example of the Anti-Humanitarian Legal Disability Jakarta JGN contracted the region.# coblospiec
533,"ahoker takut matinya gg disholatin , tenang abu janda ust gadungan yg sholatin ahoker & jokower",1,"Ahoker Afraid of Death Gg Disholatin, Quiet Abu Widow Ust Fake Sholatin Ahoker & Jocower"
534,mampuuss ! tembak dalem banget silvyy .. lo urusin tuh dapurr ! gak program demennya nyerang ! ! ! # gue2 # debatfinalpilkadajkt,1,capable!Shoot Dalem is really silvyy ... Lo Urusin Kitchenr!Not the program was attacked!Thank you!Thank you!# I2 # DebatfinalPilkadajkt
535,anjir kali lihat orang bego debat pilkada . kerjanya nyerang karakter . shame on you mpok silvy and agus . # debatfinalpilkadajkt,1,Anjir times see the stupid person in the election debate.It works to attack the character.Shame on you mpok silvy and agus.# Debatfinalpilkadajkt
536,uang taipan tuh . dibayar ratusan penggusuran biadab ahok .,1,Taipan money.Paid hundreds of devastating eviction Ahok.
537,cina asu https : \/\/t.co\/zm1bsjaiha,1,China ASU HTTPS: / T.CO / ZM1BSJAIHA
538,"ngomong , sylvi keliatan oke . didebat ahok , sylvi langsung kekuatan goblok .",1,"By the way, Sylvia looks good.In the Ahok debate, Sylvi directly stupid strength."
539,"banjir , tuhan aja dilawan ahok # jakartabanjir jakarta banjir , genangan .",1,"Floods, Lord Only Wear Ahok # Jakartabanjir Jakarta Flood, Puddle."
540,pemimpim pribumi knp pilih pemimpin impor yg g beradab tukang berbohong yuk pribumikan dki milik bangsa ind @ gemacan70 @ terorissocmed,1,KNP indigenous Pembler Choose the Imported Principal Leader Lie Yuk Pribulated DKI Owned Ind @ Gemacan70 @ Terrorissocmed
541,karna ga program modal bacot doang,1,because it doesn't work capital program
542,pendukung dr penista agama ! ! ! dukung gerakan 100 %,1,Supporters of religious penistors!Thank you!Thank you!Support 100% Movement
543,narkoba yg berbahaya ilusi kesucian ahok sang penista .,1,Narcotics who are dangerous illusion of the sanctity of Ahok the penista.
544,@ tribunnews emang ahok ? ? orang ? ? penista agama ! !,1,@ tribunnews is Ahok?Later?person ?Later?Religious penisti!Thank you!
545,cina mah duitnya hasil maling indonesia balikin lgi berkedok invest plus bawa gembel2 & napi cina negeri nenek moyang ahok,1,"China, the money from the Indonesian thieves reversed the guise of the guise of Invest Plus Bring Gembel2 & Chinese Prisoners of Ahok's ancestors"
546,"tangkap ahok @ basuki_btp skrng , koruptor reklamasi jakarta penista agama islam .",1,"Arrest Ahok @ Basuki_btp Skrng, Corruptor Reclamation Jakarta Penista Islam."
547,keliatan banget bego nya mpok silvy and agus . # debatfinalpilkadajkt,1,"It looks really stupid, Mpok Silvy and Agus.# Debatfinalpilkadajkt"
548,"yg ahokers , klo gak seneng ama cuitan gw silahkan unfollow krn gw anti ahok ( si penista agama islam )",1,"ahokers, if it's not happy to add me, please unfollow because I'm anti ahok (the Islamic religious penistan)"
549,agama nistakan ! ulama lecehkan ! ! alasannya # harampemimpinkafir,1,"Religion for favor!Scholars!!It's a reason ""Harampemimpinkafir"
550,rt @ fredybastian3 : serang ahok : kafir galak,1,RT @ fredybastian3: Serang Ahok: Gaulia
551,@ umnia77 @ ruhutsitompul @ sahal_as anjing2 ahok.kaum babi lo bnyk bacot.mnding duel sma gw .,1,@ umnia77 @ ruhutsitompul @ sahal_as dog2 ahok.kaum pig lo bnyk bacot.mnding high school duel.
552,ahok verbalnya keras . pelampiasan pelarian kelelakiannya lunak .,1,Ahok verbally hard.The outlet of the felevant is soft.
553,"yg maling china2 babi blbi , korupsi nya triliunan , si ahok korupsi 2 triliun..",1,"The thieves of China2 pork BLBI, corruption trillions, the ahok corruption 2 trillion .."
554,mimpi djan farid jakarta islami aceh ahok terpilih babi merindukan halal,1,Dream Djan Farid Jakarta Islamic Aceh Ahok Selected Pig Miss Halal
555,@ kompastv @ ridwankamil ridwal kamil hebat top nggak kaya ahok tukang penista agama koruptor,1,@ Kompas TV @ Ridwan Kamil Ridwan Kamil Top Top is not rich in Ahok Religious Penistors Corruptors
556,@ tpk_ri si ahok kutil babi,1,@ tpk_ri si ahok kutil babi
557,dasar si kutil babi ahok tukang bohong . bohong ahok jg menyalahkan yg menutupi kegagalan nya . contoh banjir,1,the base of the wart of the ahok pork is a lie.Lying Ahok also blames that covering his failure.Examples of floods
558,@ ponkecha @ fahrihamzah si terdakwa penista agama alias si ahok babi jamban tuh morfotin uang rakyat jakarta,1,@ ponkecha @ fahrihamzah the defendant of the religious penista aka the ahok pig latrine tuh morphotine money public Jakarta
559,"om ... ahoknya ... om , si babi ahok ngatasi banjir ... om ... babi jgn membual om ... ? ! ! ?",1,"om ... Ahok ... om, the pig ahok ngasi flood ... om ... pork don't boast om ...?Thank you!Thank you!Later?"
560,anak babi jalan nya nunduk ? ? ? malu liat ulah nya ngebelain ahok..,1,His piggy road is Nunduk?Later?Later?embarrassed to see the act of being ahok ...
561,perilaku si babi @ jokoanwar benci dgn berbau islam . cocok dgn ahok . @ sibonekakayu,1,The behavior of the pig @ Joko Anwar hates and smells of Islam.match Ahok.@ Sibonekakayu.
562,@ budimandjatmiko ahok si kutil babi rumah lembang jakarta banjir bud ?,1,@ budimandjatmiko ahok si karil pork house lembang jakarta flood bud?
563,"# jujur orang cerdas pintar pilih orang imam memimpin ..bisa sholat ... ngaji..santun , sopan..tidak babi kafir ahok",1,"# Honest Smart Smart People Choose the Imam People Lead ... Can pray ... ngaji..santun, polite ... not ahok infidel pig"
564,teman ahok emank tai . pemimpinnya kek babi ! @ temanahok,1,Ahok Emank Tai's friend.The leader of the pig!@ friends
565,"babi ahok yg ngejek onta , biar injek2 ama onta",1,"ahok pig who is on the camel, so that it is inject to camel"
566,@ gotcancer2 stigma babi milik tuhan elu si ahok kafir,1,"@ gotcancer2 pork stigma belongs to God, the ahok pagan"
567,kampungan ya pendukung ahy https : \/\/t.co\/gmezpoylsy,1,"PLAYERS, AHY supporters https: \ / \ / t.co \ / gmezpoylsy"
568,"@ ananda_harahap udah lu jgn panik gitu . ahok si kutil babi tumbang putaran . teruskan cuapcuap mu sosmed , gak ngaruh .",1,"@ Ananda_Hharahap already panic so.Ahok the pig wart widespread round.Continue your couble sosmed, don't affect it."
569,"ahok layak manusia , babi yg akal pikiran jiwa manusiawi",1,"Ahok is worthy of humans, pigs who have human mind's mind"
570,@ halojakarta ahok ( btp ) basuki tai babi,1,@ Haljarata Haq (Boat) Babi so
571,"rt @ diyahaudya : @ yusuf_dumdum yg , cacimaki penista agama ketauan poligami ngumpet2 . digituin ? sih ogah .",1,"RT @ Diyahaudya: @ Yusuf_dumdum who, Cacimaki Penista Religion Polygamy Kumpet2.Digitin?It's OK."
572,"@ adichandramang2 @ cummarachel @ korban_gusur iya , trump penista agama anti islam emang hubungannya dgn anis ?",1,"@ adichandamang2 @ cummarachel @ victim_gusur yes, Trump Penista anti-Islamic religion is the relationship with Anis?"
573,@ adichandramang2\nada aseng koplo pembela si penista agama yg durjana nyuruh org ngaji !,1,@ adichandamang2 \ tone Aseng Koplo Defenders of the Durjana Religion Penisti told to worship!
574,"@ bayprio kebodohan penista agama , pilih pemimpin yg shalat 5",1,"@ Bayprio stupidity of the religious penist, select the prayer 5 leader"
575,@ iwanfals pilih anis sandi doong..jgn pilih si penista agama pemecah nkri,1,@ iwanfals select anis password doong..jgn select the religious penista nkri breaker
576,"@ posmetroinfo emang terdakwa penista agama , salahnya dimana coba , kl yg bikin hoax metrotipu aman2 aja tuh dewan peres",1,"@ POSMETROINIFICE WHEN Defendant Penista Religion, What Is Try, Kl Who Make Hoax Metrotipa Safe2 Only Tuh Council Peres"
577,@ ramadanmalka pamor rk seakan parpol pengusungnya pendukung penista agama ...,1,@ Ramadalmaka prestige RK seems to be a political party with supporters of religious penistas ...
578,@ restyseterah si ahok pantasnya dinobatkan sbgai babi ngepret,1,@ RestyTeterah Si Laguatnya duty sbgai pig sippell
579,"@ roninpribumi @ dewanpers yg salah menulis terdakwa penista agama , coba klo ditulis baginda mulia ga masalah..cuih..",1,"@ roninpribumi @ CouncilPers who wrote the defendants of the religion, try to write Majesty Majesty no matter ...."
580,faktanya cina2 parasit tuh ngotot belain si penista agama @ pradanabhakti @ irianapasirua @ putrasumedang18 @ khoirulilham12 @ ronavioleta,1,In fact China2 parasites insist on having a penista religion @ pradanabhakti @ irianapasirua @ putrasumedang18 @ khoirulilham12 @ ronavioleta
581,jokowi ratu adil apaan.. ? ? ? ga keturunan darah biruadanya darah kotor cina babi.. ! ! ! https : //t.co/jtwfrrdlf4,1,Jokowi queen fair fuck ...?Later?Later?It's no bloody blue blood from China's blood pig ...!Thank you!Thank you!https: //t.co/jtWFRRDLF4.
582,rt @ restyseterah : keren nih apps kawal tps .. yuk gabung pastikan cagub terdakwa penista agama cepat diantar kehabitatnya,1,RT @ Restyetererah: Cool NIH TPS PAGS Apps .. Yuk Join Make sure the Cagub Defendant Defendant Religion Quickly Delivered the Labitat
583,"lo gak tau apa-apa ya berkoar sembarangan , keliatan banget lo beneran bego : ) ) # fuckyou",1,"You don't know anything, you know carelessly, it's really good, you really are stupid :)) # FUCKYOU"
584,@ ahmaddhaniprast ahmad dhani terhormat babi anjing aing kontol lonte tungu nya karier mu habis ! ! ! !,1,@ Ahmaddhaniprast Ahmad Dhani Dear Pig Dog Aing Dick Lonte Tungu His career MU Out!Thank you!Thank you!Thank you!
585,"kang @ ridwankamil , fakta , partai pendukung si penista agama dibenci rakyat , rakyat jabar . https : //t.co/b2wetyvrbz",1,"Kang @ Ridwankamil, a fact, the party supporting the religious penisti hated by the people, the people of West Java.https: //t.co/b2wetyvrbz."
586,"plis sok kecantikan pacarin artis2 meletek , jijik gw liatnya",1,Plis always beauty of girlfriend artist
587,"muntah liat lagak nya @ ahmaddhaniprast , orang sok iye banget hoek",1,"Vomiting Liat Laga @ Ahmaddhaniprast, Sok Iye Really Hoek"
588,@ metro_tv ngomong ahmad dhani monyet babi anjing .,1,@ metro_tv talking Ahmad Dhani monkey pork dog.
589,"perempuan kaya lo mending mati aja deh , jelek aja , gausa sok make up artist !",1,"a woman rich, you just die, just ugly, the gausa is pretentious make up artist!"
590,"ahmad dhani borok , sampah , babi , anjing . orang yg muak liat muka dhani berbangga .",1,"Ahmad Dhani ulcers, garbage, pigs, dogs.People who are fed up with Dhani's face are proud."
591,emang sdh jelas2 si ahok terdakwa penista agama . malu woy ! https : //t.co/2k0hlmpr9t,1,It was clear that the Ahok defendant was a religious penist.Woy shame!https: //t.co/2k0hlmpr9t.
592,"keputusan erka hormati , memilih partai pendukung penista agama .",1,"Erka's decision to respect, chose the party supporting the religious penist."
593,lupakan @ ridwankamil biarkan karam dg kapal munafiknya . bangun jabar dg kapal yg bersih . delete partai pendukung penista agama hati,1,Forget @ Ridwan Kamil Leave Karam and a hypocritical ship.Build West Java with a clean ship.Delete Party Supporting Penista Religion Heart
594,dunia nafsu ya kang @ ridwankamil . kata2 bersayap kayak burung hantu . https : //t.co/mwclbku4st,1,"the world of lust, kang @ ridwankamil.Winged words like a ghost.https: //t.co/mwclbku4st."
595,penista agama santri kehormatan.yang kasih ahok otaknya direparasi.demi pulkada nama santri yg kailan jual belikan,1,Penista Religion of the Honorary Santri. Yang Ahok's Love Reparated. Determin Pulkada Santri Names Kailan Buy Sell
596,"payah banget @ ridwankamil maju jabar1 pakai partai nasdem pendukung penista agama , ente butuh uang ya kang ? payah loe ! !",1,"Really @ ridwankamil advanced jabar1 using a nasdem party supporting religious penistan, you need money yes kang?Of course!Thank you!"
597,"polisi yg imam sholat penista agama , bodoh , berislam ikut2an . copot kapolres jakbar ! ! https : //t.co/s2h2ybrthm",1,"The police who prayed for the prayers of religion, stupid, bericlam followed.Disconnect the West Jakarta Police Chief!Thank you!https: //t.co/s2h2ybrthm."
598,"rt @ ferdyfrodoo : @ bayprio kebodohan penista agama , pilih pemimpin yg shalat 5",1,"RT @ FerdyFrodoo: @ Bayprio stupidity of religious penistus, select the leader who pray 5"
599,"rt @ ra_ria_rana : gak habis pikir ? ? ? \n\ntinggal nunggu adzab allah nih negeri , , , , pemimpinnya sdh dzalim https : //t.co/umzk4btyi4",1,"RT @ Ra_ria_rana: Don't think about?Later?Later?\ n Left wait for the Adzab of Allah,,, the leader has been dzalim https: //t.co/umzk4btyi4"
600,"lu , kampung didatangi penista agama , https : //t.co/1z3mths9ck",1,"Lu, Village comes from a religious penist, https: //t.co/1z3mths9ck"
601,"setuju , klau ahok gelar santri kehormatan ... . santri kehormatan babi ... . https : //t.co/ud16d7gwhd",1,"Agree, Klau Ahok Holds Honored Santri ...Honorian santri pig ...https: //t.co/ud16D7GWHD."
602,senang yg fans mati lupa bego banget https : //t.co/ctjfc5a8zz,1,happy the fans died forgot to be really stupid https: //t.co/CTJFC5A8ZZ
603,@ ahmaddhaniprast lo tuh babi anjing . mampus kalah jatuh miskin deh # bekasisah,1,@ Ahmaddhaniprast you tuh pork dog.Mampus loses to fall poor # used
604,@ bayprio : si ahoak @ basuki_btp cina anjing kafir penista agama islam ... . ! ! !,1,@ BayPrio: Si Ahoak @ Basuki_btp Chinese dog disbelieving Islamic religious penist ....!!!
605,"@ ahmaddhaniprast anjing kpd ahmad dani , ... .aku babi kpd ahmad dhani , ...",1,"@ Ahomaphankrest Amazing Kepped Ahmad, ... .That Bobby Kepped Ahmad,"
606,"@ bisniscom haha memaki melawan mah , drpd ditindas pemimpin munafik melindungi penista agama , dll . agama no 1 ( islam ) , taubat rot",1,"@ Bisniscom Haha cursing against Mah, DrPD oppressed hypocrites protecting religious penistas, etc.Religion no 1 (Islam), repentance rot"
607,"@ anakran63208433 @ 5ec4a1e80d3c48c @ aniesbaswedan pikiran anak bani kampret g beda sma penista agama . penfitnah , penipu garong..",1,"@ anakran63208433 @ 5ec4a1e80d3c48c @ aniesbaswedan Mind Children Bani Kampret G Different High School Penista Religion.slander, fraudster garong .."
608,@ gemacan70 yg cewe pake kerudung ngapain ya ? kali konfrensi pers aja.. pencitraan islami kaliiii ... bwahaha.. ! !,1,"@ gemacan70 who girl wears a veil, huh?just press the press conference ... Islamic imaging kaliiii ... bwahaha ...!Thank you!"
609,@ republikaonline spt ahok .. nasdem disusul dg cs nya .. yg mendukung paslon penista agama tukang caci maki tai tai ..,1,@ Republika Online like ahok .. Nasdem followed by his cs ... who supports the paslon of the religious peniston of the caci maker tai tai ..
610,@ topan_julian1 kalo mecin dijadiin cemilan mangkannya kang . begonya bego banget .,1,"@ Topan_Julian1 If the mecin is served by snacks, cry it.It's really different."
611,@ ulinyusron cm didoain mah ketemu si penista agama langsung ceburin laut yg direklamasi ijin sembunyi2 tumbal reklamasi,1,@ ulinyusron CM Didoain Mah Mah Meet the Penista Religion Directly Ceburin Sea Who Reclamped Permit Hydunal Tumbal Reclamation
612,"@ ymerdeka33 @ ach_qodr @ basuki_btp cabe2an nya bbm.n facrbook.n ! ! politik tau doi , tau nya berita2 sampah pencitraan",1,"@ ymerdeka33 @ Ach_Qodr @ Basuki_btp Cabe2an BBM.N FACRBook.n!Thank you!Politics knows Doi, know the news of the imaging waste"
613,manusia anjing mati-matian rela murtadz babi ahok kafir . https : //t.co/2xxn5cfdvm,1,Man Dog Dogs Rela Murtadz Pigah Ahok Kafir.https: //t.co/2xxn5cfdvm
614,"ahok jamban yg dibela aparat , kristen china kafir berani menghi https : //t.co/quutkrlsp3",1,"Ahok latrine defended by the apparatus, Christian China Dared to live https: //t.co/quutkrlsp3"
615,"resah jd presiden ! ! ! ! hidup penuh drama pencitraan , main ftv aja joko judulnya https : //t.co/t2bugltnuo",1,"Restless of the President!Thank you!Thank you!Thank you!Life is full of imaging dramas, just playing ftv joko the title https: //t.co/t2bugltnuo"
616,"percya , sdgkan induknya penista smp skrg lum ditahan tp dibela . https : //t.co/oc1vgdx0z4",1,"Percya, the master of SMP Penista Skrg Lum detained TP was defended.https: //t.co/oc1vgdx0z4"
617,mari muslim cyber army skrg ganti sebutan a ... .k terdakwa penista agama !,1,Let's Muslim Cyber Army now change a ... the defendant is a religious penist!
618,"orang islam suka si hoax penista agama , menjaga lisan tindakan hal-hal merusak hubungan ... https : //t.co/flhw31wxdu",1,"Muslims like the Hoax Penista religion, keeping oral actions of things to damage the relationship ... https: //t.co/flhw31wxdu"
619,rt @ izzah_pandeka : # nomor2koruptor negeri korup diasuh cino babi https : //t.co/wjxalypxpn,1,RT @ izzah_pandeka: # nomor2Coruptor state corrupt cin cinn https: //t.co/wjxalypxpn
620,rt @ gemacan70 : hajar bleh bela # nomor2koruptor ... cuihhhhhh https : //t.co/o4nnzbknys,1,RT @ Gemacan70: Hajar Bile # Nomor2Coruptor ... cuihhhhhh https: //t.co/O4NNZBKNYS
621,rt @ korban_gusur : @ rakyatbiasa1945 cebong gendheng ngamuk2 belain si homo penista agama ! ! hahaha @ oshmuslim @ rebuskentang @ m3g4,1,RT @ Victim_Gisur_Gisur: @ RahSatabiasaSaSa1945 sticky striking rough rough rough roughness!!hahaha @ oshmemuslima @ rebusute @ m3g4
622,rt @ ustadtengku1 : @ rizieqsyihabfpi tolol yg bela penista agama tersangka,1,RT @ ustadtengku1: @ Rizieqsyihabfpi who is stupid who defends the religion of the suspect
623,orang saksi anjing dikasus babi.. tolol https : //t.co/ssepg5fcxm,1,Dog witnesses are arrested by pigs ... stupid https: //t.co/ssepg5fcxm
624,si ahok kampret emang gak becus kerja . pencitraan mlulu tuh si ahok kampret . https : //t.co/ym5viofvpc,1,The Ahok Kampret is not working.imaging mlulu tuh ahok kambret.https: //t.co/ym5viofvpc.
625,"lu , kampung didatangi penista agama , https : //t.co/1z3mths9ck",1,"Lu, Village comes from a religious penist, https: //t.co/1z3mths9ck"
626,"tanda2 kiamat x yak , aja orang muslim yg mengingkari al-quran pilih penista agama . # nomor2koruptor # nomor2koruptor",1,"Signs of Judgment X yak, just Muslims who deny the Koran select the religious penist.# number2koruptor # number2koruptor"
627,"# janganmaudibohongiahok ahok sumber kekacauan politik , ramaikan aski 313 fight ! ! https : //t.co/wobxlxvznx",1,"# DOWNING LOWONIHOK AHOK Source of Political Chaos, Enliven Aski 313 Fight!Thank you!https: //t.co/wobxlxvznx."
628,# matanajwadebatjakarta anies sadis . topengmu terbuka lebar malam . biar warga dki yg menilai ... yg pengecut,1,# Matanajwadebatjakarta Sadistic Anies.Your mask is wide open night.so that DKI citizens judge ... coward
629,anies congornya aja gede . realisasinya gak . janji bisanya korupsi . dosen aja bangsat .,1,Anies congornya just big.The realization is not.Promise with corruption.Just lecturer bastard.
630,"# matanajwadebatjakarta hebatnya , ahok salaman loh sm anies terhormat . idih gw sih ogah .",1,"# Matanajwadebatjakarta is great, Ahok Salaman Loh BC Anies is honored.I don't worry about it."
631,# matanajwadebatjakarta urusan bacot anis nya juaranya..memang makan bacot jakarta..haha..paslon yg aneh gede bacot doang .,1,# Matanajwadebatjakarta Bacot Affairs Anis His Champion ... eat bacot jakarta..haha..paslon strange big bacot.
632,# matanajwadebatjakarta anies omdo jd menteri terobosannya ? ? skrg ngomong ky sok jago bgt,1,# Najwa Mata Debate Jakarta Anies Omdo Becomes a Breakthrough Minister?Later?now I'm talking about good
633,# matanajwadebatjakarta si cina babi ahok bloon banget . sok pinter banget . ahok,1,# Matanajwadebatjakarta The Chinese Pig Ahok Bloon really.really smart.Ahok.
634,# matanajwadebatjakarta lucu banget ahok.. gak nyambung . . kena skak mat d isu agama tdi . dasar cina tolol hahaha,1,# Matanajwadebatjakarta is really funny ... it doesn't connect..hit by a skak Mat D issue of religion TDI.basic Chinese hahaha
635,# matanajwadebatjakarta topeng fix terbuka @ aniesbaswedan .. dgn yg mendukung anda.. bau busuk,1,# Matanajwadebatjakarta Mask Fix Open @ aniesbaswedan ... with those who support you ... stench
636,"# matanajwadebatjakarta anies suka nyinyir , suka memutar fakta , ga program yg bisanya jelekkan kinerja basuki",1,"# Matanajwadebatjakarta Anies likes to nyinyir, like to rotate the facts, not programs that are usually based on Basuki's performance"
637,babi ... iya si ahok gak kayak babi..,1,pork ... yes the ahok doesn't like a pig ...
638,si tengkuk babi sipit bangke agen dajjal onta hahaha . orang waras tau ahok dipaksakan ! !,1,The nape of the narrow pig asked agent of the Dajjal Inta hahaha.Sane people know ahok forced!Thank you!
639,ahok kafir..umat islam anti ahok ahok kafr ditambah ahok cina yg suka makan babi & bir,1,Ahok Unbelieved ... Islam Anti Ahok Ahok Kafr Plus Ahok China who likes to eat pork & beer
640,"gw bilang babi ahok kafir , gw pengen gerombolannya babi ahok merasakan bagaiamana klo anjing2in , bangsat2in",1,"I said ahok pented pork, I wanted a horde of ahok pig to feel like if the dog2in, bangsat2in"
641,"sibabi china biadab memperlakukan kaum pribumi , jongon2 spt banser & nu nusantara mendukung ketimpangan , biadabnya mrk !",1,"Sibabi China savage treats the natives, Jongon2 SPT Banser & Nusantara supporting inequality, the savage is not!"
642,ahok kafir takut debat rakyat asli pribumi nelayan pakar reklamasi rakyat.. ahok kafir bencong,1,Ahok infidel afraid of the original People's Debate of Indigenous Fishermen of People's Reclamation Expert ... Ahok Bencong Infidel
643,nampaknya paket penyokong cina babi sokong lgbt,1,It seems that the Pigs of Chinese Supporters Support LGBT
644,kebiadaban ahok cina kafir anak2 rakyat pribumi ibu2 islam digusur rumahnya kehidupannya,1,AHOK SABILIA China Unbelievers of the children of the native of the Islamic mother were evicted by their homes
