,text,hs
10241,"baca berita ormas ngelaporin pembacaan puisi ganjar pranowo ( dianggap menistakan agama ) ga ciptaannya gus mus , bikin keinget nonton final aff 2010 .",0
10242,"sih berharap cebong demo melaporkan user dugaan penistaan agama , biar dunia meliat gerombolan org2 dungu yg slama bersembunyi didumay diketiak penguasa . ? ? ? # surambray",1
10243,user user user pakai memek hua hahaha ',0
10244,user user corong congor cebong \nbiadab ! ! ',1
10245,pdip puan maharani prioritas cawapres waaaaaw jdi cawapres jokowi ... # jokowipuan keren..sip aq setuju bangat biar # 2019gantipresiden nyata..ok..lah kalo ..keren.. ? viva,1
10246,user si anjir receh bgt gua ',0
10247,fiksi fakta ?,0
10248,user asw gua ketawa ',0
10249,"teramat byk alasan menghimpit , penguasaan materi berselubung agama , nasionalisme , ideologi , partai politik , warna kulit . dada sesak asap bom . mata terhalangi pekat debu . pandangan terbentur kaca tembok .",0
10250,jimin : *ngasih link* dasar maho.\njin : sueeeee lo ngeshare apaaan lo gue idih ogaaaah\nrm : gue doyan cewek buruan apussssssssssssss ',1
10251,teman ahok emank tai . pemimpinnya kek babi ! user,1
10252,user cebong ngerti ... koplak..koplak ',1
10253,"hadapan ulama , rommy alasan ppp dukung jokowi '",0
10254,"# gubernurzamannow # gusipulputi2 # ganjaryasin1 # djarotsihar2 # hasananton2 # kosterace1 # nurdinsudirman3 # karolingidot2 rt user : `` keanekaragaman budaya , suku , agama , sesungguhnya kekayaan , a ? ? djarot hadapan peserta rakercabsua ? ",0
10255,user hoax pokemon go = yahudi : ' ) '',0
10256,"rt user : lho ... . ? gw sih bodo , mo jungkir kek bodo , , , instropeksi mawas . ... ? t\xe2\x80\xa6 '",0
10257,user saksinya saksi bisu ',0
10258,user apaandah lu goblog ',1
10259,tweet mijoo rt mayan wkwkwk emang edan si mbanya ',0
10260,"user user user hai goblok , kabar kmrn admin user blg turki ? disana bayi lahir dibebankan utang 3,5x lbh parah dr indo . gw kasi tau ya , solvability utang lbh dr ratusan negara . lo kuliah eko",1
10261,lengkap julukan kpk . antek yahudi komunis . hahaha.. bubarkan semen padang fc ! !,1
10262,user kompedium ajaran sosial gereja oke mbak . cuman gak dapet prioritas sekolah katolik . ',0
10263,sejahtera lahir dicapai dgn kemakmuran\nsejahtera bathin dicapai dgn keadilan\n\nusaha2 utk mencapai kemakmuran rezim skrg mis ; \npbangunan infrastruktur\npbrantasan ilegal fishing\nbbm 1 harga\nfreeport\ndll..\nkita apresiasi itu.\n #,0
10264,user pernyataan kau sampah dasar sontoloyo ! ',1
10265,"tetes embun saksi , perindu menyebut namamu bisu . '",0
10266,user belajar bahasa asing . ',0
10267,"user suda suda , ga maaf , suda memaafkan memaklumi sifat burik mu & lt ; 3\n\nsenpai teriak senpai : ( '",0
10268,user user kesalahan beliau dibeli rezim ',0
10269,kelas berat nih ! ; ; beruntung jakarta gubernur keren gini ! ga pake amarah marah2 memakai arah sumingrah menata membangun jakarta !,0
10270,user buaya darat buaya air ? ',0
10271,user ..orang to ? rumongso ku ke'te alias monyet '',1
10272,"user jokowi gak salah , harga telur naikpun ayamnya yg salah..\n\nudah geleh rejim beginian..\npengen cepet2 # 2019gantipresiden '",1
10273,"14 . seru nih ngobrol lu . sarap kayaknya . btw , suka unamenya , bagus . '",0
10274,"user user user user pki , gerwani , pemuda rakyat , baperki tanda2 nampak bangkit , didiamkan \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x9",0
10275,"nyoba banget pakai bahasa ga nyampur2 . susah . tau kosakata bahasa , kadang bingung `` tuh '' `` duh lupa pokoknya ( pakai bahasa asing ) '' .\n\nsebut kemampuanku mengolah ga",0
10276,dpr terbusuk ! ! !,1
10277,"8.di sisi , \xe2\x80\x93 petani miliki 2 ha tanah . produktif ? korporasi tuan tanah mengakuisi ribuan hektar # tanah difasilitasi rejim| # keadilantanah '",0
10278,"golkar=setya novanto , setya novanto=golkar..sekalipun lolos jerat hukum ato pecat partai . , golkar adlh cerminan orang , layaknya suharto",1
10279,user ahahahaha \xf0\x9f\x98\x82 buaya darat buaya sungai ? ',0
10280,user mah jupe nya yg cupu hahaha ',0
10281,rt user user visi misi anies-sandi ambisional gubenue sayang mrk suka sara- hoax- finta,1
10282,semoga sehat presiden jokowi,0
10283,user pagi yg indah . seprti memek mu ',0
10284,"reaksi kekecewaan , kalangan ulama habib rizieq mengintruksikan berhenti membully kh . ma'ruf amin . kalangan ulama clear.pun analisaku , ulama terpecah . yg berdiri dijalan kebenaran jug",0
10285,"user user ambang batas capres dimasalahkan skr krn langkah2 politik oposisi tdk diuntungkan . mayoritas partai yg tdk tertarik lg dgn figur prabowo gerakan tagar ganti presiden satu2nya gerakan yg ditawarkan ,",0
10286,"user user user user janji dhe yg d tepati 10jt lapangan kerja ! ? rakyat , tka cina ! '",1
10287,rt user : user bahasa indon but sialan lu bajingan url,1
10288,rt user user user sby byk utangnya tp gak menghasilkan apa-apa . kalo jokowi utang..kan karna mertua presiden 10 thn,1
10289,"kalo beda kartu gsm , gak nama berdua kartu keluarga . '",0
10290,ngomongin antek ',0
10291,rt user : malu-maluin gerindra admin spt ...,1
10292,"user user tolong retweet , yg islam nusantara radikal . inginnya sih indonesia islam nusantara agama , hindu budha kristen ahmadiyah dll '",0
10293,user gue aja gatau bom nukanya hahahahaha ',0
10294,"kebebasan bersuara media berasaskan perkara , iaiu berteraskan tanggungjawab , kebenaran mengikut tafsiran citra budaya tempatan , acuan barat - pm najib",0
10295,"katekismus gereja katolik melarang miras lantang menentang perbudakan disebabkan miras . \n\nbeberapa ayat anggur positif ( pengkotbah , mazmur amos ) : minumlah anggur hati senang da",0
10296,rt user : user user user tukang hoax mo basmi hoax bunuh donk ?,1
10297,user pusing w uda 2 x lihat in anak orang eek \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 ',0
10298,"user buaya nih ? buaya muara , buaya darat siluman buaya ? '",0
10299,"gue org yg religius , tp suka miris aja liat org yg ngakunya religius tp ngelive instagram/facebook ibadah . mending duduk diluar minum bir cerita kotor , jujur tdk mu",0
10300,kunyuk mas hehe url,0
10301,user user user user user user user user mencret hyung ',0
10302,"bubarkan partai gaduh , partai burung pipit partai sapi jualan agama",1
10303,rt user bubarkan dpr ! useless,1
10304,"semakan peningkatan kali keempat kdnk malaysia bank dunia petanda bahawa kerajaan barisan nasional menguruskan ekonomi , datuk seri najib tun razak ; ; # bersamabn # hebatkannegaraku # jombn # hiduprakyat # manifestobn",0
10305,user bubarkan kpk ! busuk,1
10306,rt user user user user jk jokowi mundur jantan .,1
10307,"rt user : sandiaga diduga kampanyekan sudirman-ida masjid solo , kpu | url url user\xe2\x80\xa6 '",0
10308,user gak krungu bocoran aseng milan arep rekrut pemain argentina ta mbah ( emanuel de porras ) \xf0\x9f\x98\x82\xf0\x9f\x98\x82 ',0
10309,user kadang jijik alay dm2an gimana atuh da perjalanan hidup wkwkw ',0
10310,user user penyesatan yg pbnu kebaikan menyembunyikan jahat islam,1
10311,"user user mayoritas minoritas . konsep . sependek pengetahuan , tdk perintah dlm kitab suci kristen , budha , hindu yg melarang memilih pemimpin , teman , pegawai , diluar agama . '",0
10312,"user dasar onta , pulang aja loe arab '",1
10313,user ga sipit udah gede kak . ',0
10314,url & lt ; -pacar lesbi # xxx # porn # bokep ',0
10315,"user user user raja ampat papua barat orang maluku , jd budaya jg dibawa . pembangunan penyebaran agama kristen papua setau dipengaruhi orang maluku/ambon orang bel",0
10316,user user jilat pantat rijik kaya elu . ',1
10317,sepakat dgn argumen user . pemerintah jkw terkesan fokus pembangunan infrastruktur & amp ; mengesampingkan kesejahteraan rakyat . tenaga kerja asing membanjiri sektor2 yg mestinya diisi wni . rakyat nganggur ; ; # 2019gantipresid,1
10318,user user sengaja ... hasil pilkada dki yg memuaskan ..,0
10319,"hayoo.. jokower yg ngetwit bantuan sembako duit pribadi jkw , buru2 hapus twit.. : - )",0
10320,rt user pribumi tolak etnis cina pemimpin indonesia jgn adu dgn pancasila bhineka..,1
10321,user user lo kafir ? ',0
10322,user user \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 ... .dr kmrn sdh terbagak liat kebodohan km panas gmn . sdh blg klo pd org . ulang '' . dungu btl cebong . \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x,1
10323,"survey 'dimanakah gereja katolik terdekat desa gw ? ' gw lakukan tdk gw ditempatin desa , which is 2 . 2 setelahnya , which is , 2 temen gue presentasi kondisi desa yg liat kmrn ''",0
10324,"user encan\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1 \n\neh lu tau ga orgil dirumah gue , kemaren gue nyapu tuh pas uda sampe teras gue liat buka celana megangin titit \xf0\x9f\x98\xa2\xf0\x9f\x98\xa2\xf0\x9f\x98\xa2\xf0\x9",0
10325,selamat minggu ... pki sdh tamat sdh hancur ... awasi gerakan hti klompotan mahluk kaki yg larang muka bumi indonesia,1
10326,rt user user jentel aja mundur dr jabatan trus dr partai..itu ksatria .,1
10327,"user teteeeppp ujungnya nyalahin pemerintah ... ckckckck ... pdhl nyangkutnya dpr 2thn , cb klo gk bnyak msyarakat yg teriak jg adem ayem ... '",0
10328,gua udah modar ',0
10329,user user user admin user emang kebangetan tolol kemarin kemarin dana bantuan kemendes diakuin kerja nyata partai gerindra guoblog ! ! ! ! ! ! ! ! ! ! ! ! ! ',1
10330,user user user tau mengabaikan rpjmn proyek dimasukkan psn . 2 menyebabkan proyek diselesaikan dgn cepat . ; ;,0
10331,user user user user user user user user user user user bikin resah tl si monyet kafir user ',1
10332,lengserkan jokowi kekuasaan china komunis,1
10333,bini gue kinclong bener kaya gigi spidermen : *,0
10334,"user user share..sekolah anakku sekolah katholik yg ngajar suster , teman sekelasnya yg muslim , kristen , budha , hindu , konghu chu..selama adem ayem '",0
10335,"user presiden polling , menang mimpi onani '",1
10336,pikiranku dibaca & amp ; digiring . silit ireng dobol ijo ! ',0
10337,rt user : maaf nya gila hormat tolong yg line nya muda berbicara sopan ? asal\xe2\x80\xa6 ',0
10338,user suka pencitraan laris ... . piala citra versi kecebong sekolam.. .. \nartinya pencari makan hidup hasil penjilatan master kecebong ... ... .\ntidak peduli master cebong goblok sekolam..,1
10339,user presiden mah jamin negara ... berantakan,0
10340,pdi perjuangan targetkan agk-ya menang 80 persen tidore . strateginya ? user user # agkya # malukuutara # agkya3,0
10341,yah sekian pandangan awam wkwwk lg cuman pandangan awam gaada riset riset tai kuching apalah . have a good day : ) ',0
10342,rt user : pantasan pecat dr menteri ... data2 aj ngawur memkasakan betul..hahaha # ahokpastitumbang # paslon3 # pilgubdki,1
10343,\xe2\x80\x9cpengetahuan menggatikan persahabatan . suka orang idiot kehilanganmu ( spongebob ) .\xe2\x80\x9d \xe2\x80\x94 patrick ',0
10344,user user aktivis 65 anak buah eks pki gerwani ',0
10345,"kak ... kak ... kak ... kak ... pd manggil kak , kyk lg ngeladeni adek2 imut culun umur , males ahh '",0
10346,user tepay ... diberangus uu md3 ! ! ! ',0
10347,"'kalau cari suara , bangun jawa , presiden jokowi negarawan membangun konektivitas daerah terisolir'..",0
10348,user user user user user user user user edan ..edan ... \npokoknya # 2019gantipresiden \ndan usir china china keparat gak tau malu ',1
10349,'rakyat susah kuli ' pernyataan prabowo subianto dikritik keras netizen calon presidenabadi,1
10350,presiden trump : as-korut adakan pembicaraan langsung tingkat,0
10351,"`` perangilah , fitnah agama alloh , jikaa ? ",0
10352,"user user aturan negara nggak ( ) menganut aturan salah agama , lo bilang , negara negara beragama negara agama . sender nggak nyinggung ateis lo bawa-bawa '",0
10353,"user barat , byk pemimpin keceh nan mempesona . ; ; tp br kali cinta hidup dgn presiden krn hatinya , kinerjanya & amp ; ketulusannya sepaket gak pk diskon # jokowi2periode a ? ?  ? ? 14",0
10354,rt user user yg salah coba kl ? ya saracen plus buni yani la y gubernur sm direktur rs ahok .,1
10355,alhamdulillah rapat family perdana bani nafisah berjalan khidmat ',0
10356,user user pemuka agama yahudi ra nyambi po ? ',0
10357,user lemparin mercon bom -_- ',0
10358,"gila coba faedahnya ngeroyok orang gara gara bikin meme , bahan meme ga hubungannya ama ngeroyok . \n\nboro boro anggota keluarga , kenal aja kagak lo kntl bgst gobloooooooo '",1
10359,"jd ketua golkar , setya novanto sdh pecat krn bikin malu partai .",1
10360,user disana teriak aseng aseng ga ya ? ',0
10361,user wkwkwk gue ga kepikiran si dpr qn segitu ya kalu bagi2 yg membutuhkan ga tega ',0
10362,muncul jg pki berbulu monyet url,1
10363,akbar tandjung kabar ketum golkar ditentukan,0
10364,rezim yg sederhana merakyat suka pd kritik koreksi dri rakyat opinikan menerus media pro diktator,1
10365,mall diperiksa barang '' ya ya . gapapa mengantisipasi bom kemarin ',0
10366,"user user user user user setuju dibatalin , ustad ngomongnya `` jancuk '' , `` matamu '' ... kasar kotor , yg diambil ilmunya ? mas permadi arya..\xf0\x9f\x91\x8d\xf0\x9f\x91\x8d '",0
10367,"user tdk mengandung alkohol , aman anak & amp ; bayi aloclair plus , finger off , kemasannya tdk bersentuhan langsung dgn luka , terbuat lidah buaya & amp ; ekstrak kayu manis yg enak , nyaman tid",0
10368,"user user user user dimanfaatkan akun2 anonim geje kaya conan , sinting , dll ... pendukung dpp sampe ga membedakan loyalis fh am berbeda ... rumit kalo ga mencoba memetakan konflik '",0
10369,selamat kartini 2018 . perempuan hebat indonesia maju -jkw,0
10370,"grup wa kantor , ad yg posting bude sumiyati . ig story temen jg . notice kan. sih . trus kepo liat profilnya . anjir.. koplak '",0
10371,rt user : # tantegirang asik # ngentot # brondong # kontolbrondong # memek chubby tante sampe basah . achhh enk bgt sodok kont\xe2\x80\xa6 ',0
10372,user gw hrs nulis jaemin x gladys adhkslapwje bener bener udah sinting ',0
10373,user user user user user user user user user user user user panasbung langganan . ',0
10374,orang saksi anjing dikasus babi.. tolol url,1
10375,noob ah tidur alamak ',0
10376,"aliran sesat dipantau aliran sesat user 1995 , utang mui memantau 300 aliran sesat",0
10377,user user user user user user user user user user user user user gue rakyat indonesia sukarela memberantas cebong komunis . ',1
10378,"user user senang yg membela ahok menista alquran seakan memiliki ghirah agama . ; ; mendahului bertobat sesat membela penista agama . ; ; ,",1
10379,"user salah contoh , iblis berwajah manusia '",1
10380,"user sore kak saiful , restart modem stb nya ya . mimin cek jaringannya terkoneksi melambat . ditunggu kabar baiknya . thx -ardil '",0
10381,"yg mencatut islam kang aqil isis , kejahatannya menipu , muhammad bejad dijual nabi",1
10382,usir dubes myanmar pelidung teroris budha saverohingya,1
10383,user user user user user enak lho dapet beasiswa aseng . lo gak ? ',0
10384,new post : dodi reza ajak ciptakan pilkada bersih sumsel,0
10385,mencaci maki bilang boyband 90-an ampas . emosi kalo bilang lol . \n\nkarena boyband 90-an ! \xf0\x9f\x98\xad westlife \xf0\x9f\x98\xad ',0
10386,"user arthur memasang wajah terkejut . gadis asing memarahinya ... ditabok olehnya.\n\n\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4 '' maaf , nona ! nyamuk berbahaya terbang wajahmu . kau baik-baik ? '' '",0
10387,user dasar buaya ! ',1
10388,user user ganti presiden tka cina pulangin dataran cina pakai getek ',1
10389,user min jadwal kereta jakarta kota-pondok cina jam 11.00-12.30 makasih ',0
10390,wkwkwkwkwkwkwkwkwkwkwk abis gue diserbu mampus ',0
10391,brengsek gw br liat anjeeeeng fix bgt gue pingsan bye url,1
10392,insya allah presiden..aaamiinn,0
10393,muka si babi ahok tuh yg serbet lantai ... .user ...,1
10394,user kampreters yg teriak asu antek asing aseng gak ya ? ',1
10395,# bahasaambon : sarani = sebutan orang maluku penganut agama kristen .,0
10396,"medan,11.6.1999 - beragama kristen protestan - mengidolakan cr7 - hobi main piano dll - phobia petir hewan melata - rmfc . [ mega 's bio ] ''",0
10397,"4 . aset liabiliti , salah yahudi.\n\n5 . bertahun , barang miliki.\n\ncinta makanan gegadis perut lapar.\n\norang beriman bercita cita hidup k",0
10398,"user user user user user user user udah deh . suruh si banci pulang selesaikan yg pertanggungan jawabkan . sp 3 udah tangan , lantas banci ?",1
10399,"tokoh bilang umat muslim negeri tertekan , muslim umat agama tertekan . ; ; bikin egois , hak dibandingkan penganut agama .",0
10400,"simak berita-berita ekonomi , bisnis , keuangan perbankan teraktual",0
10401,cina g perikemanusiaan aq g suka cina indonesia,1
10402,"dunia kaum sakit hati dibalik , hancur gini indonesia . suudzon",1
10403,user sepakat papres ganti labih dasn sayang ulama rakyat .,0
10404,rt user user ternyta bnyak yg sangkut paut ya teriak cina ternyta keturunan cina teriak pki pemberontak jg,1
10405,"user user user user user presidennya , user mentri keuangannya ... \nkarena presiden otak ekonomi diperhatikan byk faktor ... dsni yg",0
10406,emil dardak pemimpin milenial calon wakil gubernur jawa timur,0
10407,"user user dongo dinungo ya mas , , bejo sukses dunyo akherat aamiin . \xf0\x9f\x98\x8a\xf0\x9f\x98\x8a\xf0\x9f\x98\x8a '",0
10408,user panas perut dah ni kak maya . satgi jamban durian ja hahahahaha ',0
10409,user maaf org yg jb muak silahkan modar aja sono ',1
10410,"kerja diktator jokowi gunting pita , bagi-bagi sertifikat macam-macam upacara memenuhi janjinya .",1
10411,"muhammad nabi gadungan , sperti , bangsa indonesia kuat",1
10412,pidato akn dipake nggak ya debat capres ; # 2019gantipresiden,0
10413,rezim diktaktor.. ekonomi utk cina.. sumpah setia uud pengkhianat user turunkan jokowi,1
10414,user iblis jahanam ci pembaca puisi ',1
10415,"user user user user user ya ampun , rejim , , nyuit belom 1 jam , tiba2 lupa ingatan \n\xf0\x9f\x98\x86 '",0
10416,"sukmawati bilang suara adzan gak merdu , kupingnya congean budek ? \xf0\x9f\xa4\x94 '",1
10417,"user user psti g brni nongol krn udah kthuan belangnya , klopun ... psti kata2 `` cebong '' yg mrk kluarin , krn mrk khbisan n g tau ngomong apa.\nsukses bt kpk '",1
10418,user user aher doronguntuk presiden wakil .kebanggaan masyarakat jabar,0
10419,akun-akun antek komunis berkeliaran daruratpki,1
10420,user gak kreatif luu kunyuk ',0
10421,menolak berita hoax mensukseskan pilkada damai :,0
10422,user setan hahaa ',0
10423,kerugian ditimbulkan rupiah rupiah nilai diharapkan . membeli minyak rupiah ditukar mata uang asing penjualnya menjual barang dagangannya # hening ',0
10424,user hwfwwih1wihwowhwi muito bom ',0
10425,user user pake wifi aja gembel ',0
10426,"parlemen tunisia melegalkan ruu ( kebebasan menghina allah agama ) , artian mekakukannya dihukum dalih kebebasan berpendapat.. ; anggota parleman bernama ...",0
10427,rt . mari lengserkan jokowi habis ramadhan .,1
10428,user user yg perbuat ngomong aja,1
10429,user anti hindu ',1
10430,tim anies-sandi kaget indra piliang ditangkap terkait narkoba url url fpi hti anies-sandi rizieq buni jonru saracen orangnya itu2 aja,1
10431,user utututut kali sedih matanya sipit ',0
10432,"gebuk komunis pki selamatkan nkri , kasih kendor pembantaian ulama kiai nu terulang",1
10433,user user user ijinkan ketawa ... hahahaha ... bong ... bong ... pinter dikit napa ... dungu dipiara ... ',1
10434,sukseskan pilkada hoax,0
10435,paparan kapolres bikin kapolda kepri pilkada tanjungpinang aman netral,0
10436,"user cacing pita sarden , ,taugak sarden dikemas wadah seng pengawet seng iti yg murah ya menyak babi '",0
10437,user udik lu ',1
10438,user yg gusur yg usir jd tkw tki\xf0\x9f\x98\x8a\xf0\x9f\x98\x8a ',0
10439,ptpn iii ( persero ) penghargaan mitra binaan -,0
10440,user lo tau ga bacot berisik lo ',1
10441,orang yg suka merusak generasi muda manusia ateis komunis . ; # 2019gantipresiden,0
10442,"user elo kafir banci yakk.. ya ampun ? sdh kafir banci , sedih ya cong.. lo google deh kafir banci kayak lo.. '",1
10443,user kau suka anjing . \xf0\x9f\x98\x82 ',0
10444,kemarin-kemarin denger `` sontoloyo '' ',0
10445,kabeh sedulur kabeh makmur ; # gusipulmbakputi ; # gusipulputimenang,0
10446,user user user user user user user user dunga dungu ma orang emang ente pinter bong ',0
10447,"user user bani remason ga kesian kucing-kucingnya harun yahya kalo bapaknya dipenjara , sapa kasih makan.\nngiahahaha ... '",0
10448,"kartini , iriana kumpulkan istri menteri-gubernur istana bogor :",0
10449,"user selamat sore min , mohon bantuan dg transaksi dg no transaksi 180973692324 bahwasa barang yg kirim penjual rusak/cacat ... penjual merespon dlm diskusi ... mohon utk tanggapi secepatnya ya.. butuh barangnya cepat",0
10450,user user buseeet nuzuuuk bangeet maling duit si zumi jhiahaha alumi 212 pikiran gimana maling kasih makan onta nasbung demoooo kwkwkwkw ',1
10451,"user hallo , nama furi , katholik negara merdeka , angkat galon ngobrol : ) '",0
10452,bawaslu : kolaka tertinggi pelanggaran asn pilkada,0
10453,user lihat dr ngomong kayak nya gk sekolahin bapakmu gk ajarin yg mu.. mu nya bikin anak doang .. ya gini jd nya anak kampret ',1
10454,user titit lu ngaceng ',0
10455,"user bagus bagus banget ! kaya lo liat sejarah sisi sih.\n\nsama lg novel leila chudori `` pulang '' juara banget , eksil pki gitu deh . '",0
10456,"seoul salah destinasi favorit asia . budaya unik , hallyu korean wave faktor utama seoul kebanjiran traveler . , jelajah korea , intip 6 seru lakukan seo",0
10457,"user user user profile sih berumur , kemampuan berfikir otak nggak anak sd yg percaya dg tulisan blogger . tua kacrut . '",1
10458,rt user user user user penyusup partai demokrat .,1
10459,user user user user udah jateng ganti gubernur ... ; `` sudirman said-ida fauziah '',0
10460,turonggo sila mudo kota kediri menolak berita hoax mensukseskan pilkada diwilayah kota kedi :,0
10461,tu ju bang,0
10462,"user gak perduli ; reply-ku nyambung , ; yg ; # 2019gantipresiden ; # 2019gantipresiden ; # 2019gantipresiden ; # 2019gantipresiden ; # 2019gantipresiden ; # 2019gantipresiden ; # 2019gantipresiden ; # 2019gantipresiden ; # 2019gantipresiden ; # 201",1
10463,[ situs genosida ] jejak senyap kekerasan politik budaya banyuwangi,0
10464,"lho mbok ya ben to yo..wong asumsi teori ekonomi dewe og.. teori `` jalan tembus '' , besok kepala keluarga mesin cetak uang . sangar .",0
10465,pagi2 buka twatter salebtuit nulis suami cami buahahaha kntl lsng unfollow ',0
10466,"hapus , islam ajaran sesat yg mendungukan & membiadabkan umatnya",1
10467,mbah berfatwa kalo ngomong asu ndak papa . diikuti nama orang . okesip . asu ',0
10468,rt user bener banget ... .jasa utk kemenangan anies - sandi hasil saracen user user,1
10469,"user user nape ente bud ? lidahmu sdh tebal menjilat spt ? \n\nbelum , itupun dibantu 4 bank asing.\n\nkeluar mulut buaya masuk mulut singa . '",1
10470,"user user biar lu bacot wahabrer wahbrot ga ngaruh bong ! lu kafir , kafir aja napa sensi ... . '",1
10471,"user user user statistik lu gembel . pks partai gurem , kursinya secuil pemerintahan , pantes koruptornya.\n\ntapi kalo persentasikan , ya aja . '",1
10472,"duh kasian sok keritis keliatan kaya orang bego . otak lu jg keritis tuh , udh stadium 4 kali sakit nya . '",1
10473,brengsek nih auto correct gwa sadar ',0
10474,"user acting nya murahan gg laku pasaran , cebong ya , , , dungu nya permanen , , , , ! ! hahahaa kebnyakan minum air kencing bagong , , , tumpul tuh otak , '",1
10475,"tl ; dr\n\nmula2 omputeh babi tu pertikai azan . pastu si hindu divya ni azan tu orang bodo jerit2 loudspeaker orang cirit . pastu orang petik agama , play victim . bodoh '",1
10476,user user menjabat menagama mudah injil ditulis 4 manusia,1
10477,user eh gue geblek sm temen pinter aja ya . tuh bener gue yg geblek\xf0\x9f\x98\xa9 ',0
10478,gubernur dki shalat jumat erdogan,0
10479,gak gendong anak papua trs difoto ... prabowo 8000 anak angkat  ? ? ?  ? ? ? ; ;,0
10480,user idup pake duit transferan full indonesia ya/semacamnya ? ga idup tki kek : ) ) ) ) ) ',1
10481,"agama kristen mati , abad pertengahan , disapu bankir rentenir yahudi . pendeta tuhan .",1
10482,6 . iya setan aja naksir \xf0\x9f\x98\x83 ',0
10483,user klo onta kmna ya ',0
10484,"kecelakaan besarlah orang-orang mempersekutukan-nya , \n\n ( ) orang-orang menunaikan zakat kafir ( kehidupan ) akhirat.\n\xe2\x80\x95qs . fussilat [ 41 ] 6-7\n\n # quran '",0
10485,user kalo ga join sq pemes gabakalan kepilih\nkalo followers ga puluhan ribu butiran ampas ( ? ) \n\n^ siiii istilahnya skrng ',0
10486,user rezim bangsat ',1
10487,"jaga budaya aman berkendara , piaggio indonesia luncurkan kampanye safety in style",0
10488,"user user user user , pekerjaan dicampur adukkan kesempatan mengembangkan ilmu . butuh pengenalan warna . contohnya , bidang seni rupa melarang buta warna",0
10489,rt user iklanahokjahat bikin darah mendidih . bangsat penuh propaganda . emang lo islam radikal ?,1
10490,user ga habis pikir fanboy ahok bego bego ya ga ngerti sejarah . gampang kejebak iklan . maaf ya .,1
10491,user user udah d jamin emang hidup tenang sm bahagia klo ganti presiden ? ? ? ',0
10492,"user teriak-teriak baca buku karya samuel tumanggor , mantan aktivis gerakan mahasiswa kristen indonesia.\n\npada halaman beliau menulis : kristen , w",0
10493,"muliaty kawan , kenal smp , 1984 , ngak sd , siswi chinese kelas 1a , 2a , 3a , smp katolik santo petrus , teddy lindra . '",0
10494,user user gua top in kpk brani meriksa org .. kpk mah tebang pilih doi kampungan ',1
10495,"user setau gue bank tuh ga deh nukar valuta asing , d toko toko yg jual emas gtu ada\n\ntpi gtau d bni si '",0
10496,deklarasi pilkada 2018 aman anti hoax warga kedungcangkring jabon,0
10497,"user user user user btw bionya soeharto did nothing wrong . o yauda , gw gausah ngingetin tim mawar , penculikan aktivis , pembantaian pki yg korbannya sampe 2 juta . ga ya , ga ngarti~ '",0
10498,"tim ahok yg otak wc otak tumpul anies sdh komit dgn pancasila , ahok kafir sgt tdk bs berpancasila",1
10499,user budha kafir teroris,1
10500,user user anjing maho & gt ; user gonggong nya aja yg keras kemampuan.\nlu udah dapet angka njiing ? ',1
10501,"user pabrik sj mrk sweeping krn tdk mengikuti peraturan mrk , emangnya negara milik nenek mrk ? sontoloyo mrk '",1
10502,makna penambakan gelar datuk seri ulama setia negara ustaz abdul somad lam ( lembaga adat melayu ) riau malam penghargaan tokoh perubahan rebuplika 2017 ; ; : anak jati riau anak bangsa ( cinta negeri ) .,0
10503,"user kroasia fpk , front pembela kristen/katolik . '",0
10504,mas icing udah cina yaaa ( ? ) : '' '' '' ) \n\n # exoplanet\n # exo\n # exo_comingsoon\nuser ',0
10505,", obrak-abrik , pastiin udah berantakan , trus pergi.\n\nkan , bajingan , ya . : ) '",1
10506,kunyuk ... like thok ora read ',0
10507,"sak karepmu , lit . silit . '",0
10508,"( 19 ) kancah politik , a ? ? mengalir sajaa ? ? budaya politik perilaku politik a ? ? faitha ? ? . ( diambil buku kang syaikhu , karya adi siregar ) . user alumni sekolah akuntansi negara a user # asy",0
10509,19 . koruptor pribumi yg disuruh kabur ditangkap contohnya nazarudin . info penangkapan dibocorkan kpk nazar dgn imbalan usd 1 juta\n\nlalu pejabat polda mengantar kawal nazar pesawat . cerita kolombia \n\nitulah kpk \n\nbejat ',1
10510,beli kitab kuning roudhatulkutub aja promo lho order smswa pinff recommended,0
10511,user tki wanita hongkok dihina2 sm dgn sebutan `` babu '' ... ..emang ... .congor tdk bertulang ... ..manusia katrok lu ... .. ',1
10512,indonesia marah emosi pengen gebukin bilang tolol arab saudi senang dibilang tolol bisnis terdengar talal ',0
10513,kalo ahok menang pilkada bikin video sex bareng anaknya tan. ? url,0
10514,tolol dah ditungguin bgst ',1
10515,nurul arifin bertekad kota bandung jakarta user user # bandunggeulis # bandungharmonis # calonwalikotabandung # calonwalikotabandung2018,0
