,text,hs
5482,steht einheimische burger 1 . stelle ...,0
5483,"handeln richtig , eigene volk zuerst niemand fluchtlinge eingeladen ausser merkel ! ! ! uno leicht reden , ferne , sollen mal mitten ganze fluchtlingschaos rein begeben maul aufreissen , ahnung ! ! !",0
5484,entscheide wen wohnung lasse geht nachbarn .,0
5485,deutschland deutschenfeindlich behandelt volk schlecht .,0
5486,machens richtig,0
5487,scheint gewahlter volksvertreter volk vertreten - richtig ! !,0
5488,islam verbrechen bekampft !,1
5489,islam verbrechen bekampft !,1
5490,"einschuchtern lassen , danke herr zeman ?",0
5491,"herzlichen dank lieben tschechen fur unterstutzung kampf plage ! < 3 angst , vergessen daran denken , nachsten stadteflug urlaub planen ! ! < 3",0
5492,behandeln land aufgenommen worden ?,0
5493,pro tschechien ? ? ?,0
5494,tschechen ungar einzigen wohle eigenen volkes handeln aufgaben unserer politiker ware . dummschwatzer regierung,1
5495,tschechen ungar einzigen wohle eigenen volkes handeln aufgaben unserer politiker ware . dummschwatzer regierung,1
5496,"nunja , wei langsam optionen , deutschen auswandern bleiben",0
5497,"gerade tschechien , land gefallt immer besser",0
5498,"wieso islamfeindlich ? immer spielereien worten . denken zukunft moglichkeiten , situation tun konnen , mehr ! ! !",0
5499,ooooooooooooch armen migranten oooooooooooohh .. gesagt ausser merkel komen sollen lol ... .,0
5500,mal ne gute nachricht !,0
5501,"uno-euro-gedons geht ganz schon keks . kummert herren brussel , geht ? sollen palast freimachen , konnten gewiss mehrere tausende musels untergebracht , verlogene eurobonsen gehoren arbeit gebracht .",1
5502,"uno-euro-gedons geht ganz schon keks . kummert herren brussel , geht ? sollen palast freimachen , konnten gewiss mehrere tausende musels untergebracht , verlogene eurobonsen gehoren arbeit gebracht .",1
5503,nennt uno grenzzaun usa mexiko ? greencard systwm usa usw ?,0
5504,"uno uberflussig , schadlich fur europaer .",0
5505,politiker stehen volk genauso,0
5506,"selber schutzen nazis rassisten ! na ! ? scheit drauf ! ganz ehrlich nervt stigmatisierung ! prinzip `` beien '' dichts dagegen tun , jemand spurt gewunscht , angst ausbreitung !",0
5507,durchhalten tschechien ! islam bringt krieg gewalt ! braucht europa ! sollen kriege fuhren ! leider politik dumm erkennen ! ! !,0
5508,"'s migranten . dachte , kriegsfluchtlingen tun , spater zuruck . ja , ?",0
5509,wenns ... richtig ! !,0
5510,"muslime deutschland mal beerdigen lassen , vordern kreuzte abzuschaffen , feindlich gegenuber christen ?",0
5511,`` nazis '' ? ?,0
5512,tschechien denkt halt zuerst ans eigene volk verbrechen !,0
5513,grue prag : - ),0
5514,ach nee 's schon fast geahnt : http : //www.t-online.de/nachrichten/deutschland/gesellschaft/id_75886788/angela-merkel-hat-laut-schaeuble-keinen-grossen-rueckhalt.html,0
5515,tschechien macht richtig ! ! ! ! ! ! ! !,0
5516,solls,0
5517,"gibt sprichtwort : , , dieb teilt , , zusammenhang steht muen beurteilen .",0
5518,'verdikt ' stolz !,0
5519,"voll kommen egal welt typen labern , tschechien macht rixhtig ! ! !",0
5520,gut . ansehen land bach runter geht . hochachtung furtschechien .,0
5521,tapfere nachbarn ! schutzen volk ! ; - ),0
5522,"steht wenigstens regierung volk ,",0
5523,"staaten polen + tschechien 1945 gewalt wehrlose deutsche , fast frauen greise kinder , hausern heimat vertrieben nehmen auffallig fluchtlinge . zufall . lange lange 1945 gut england verbunden . england glanzt fluchtlingsfrage .",0
5524,recht,0
5525,"deswegen ja urlaubsland nr.1 fur , jahr kopftuch gesehen . dafur viele schulklassen bergen unterwegs brauchtum gelernt",0
5526,? ? ? kleine komische frau bundestag mal beispiel dran nehmen . schaffen,0
5527,finde tschechien gut .,0
5528,"uno saudi arabien vorsitz fur menschenrechte gegeben , wurde interessieren mittlerweile vollig uberflussige organisation steht moslems behandelt",0
5529,bravo tschechien unterbuttern lassen,0
5530,bosen tschechen einfach bereichert . schon sehen davon ... asylant rente bezahlt wirtschaft aufgrund mangelnder fachkrafte zugrunde geht .,0
5531,"stehen fest stellen , islam unordnung ! gru dresden !",0
5532,liebe tschechen gegensatz habt vernunft gesegnete politiker . macht richtig .,0
5533,prasident .,0
5534,", verdient ! '",0
5535,vorallem steht koran einander helfen mussen warum schicken ganzen asylanten saudi arabien,0
5536,recht ?,0
5537,islam feindlich tschechien,0
5538,"genau , nein ja reingelassen",0
5539,tschechen mache richtig,0
5540,"uno sagt ( schwatzbude ) , macht tschechien richtig .",0
5541,"besser kopf , spater kopf",0
5542,land stolz,0
5543,"politiker tschechien slowakei respektieren grosse meinung volkes , ueber koepfe hinwegentschieden . gut ,",0
5544,"bravo tschechien , ! sollen mal lieber untersuchen viele gesetze deutsche regierung gebrochen , genug tun .",0
5545,wenns weitergeht wandere slowakei tschechien,0
5546,gesetzte islam verstot verletzt naturlich gesagt ...,0
5547,tausend punkte fur milos ! ! ! ! nachbarn verstand ruckgrat . schutzen menschen .,0
5548,denk deutschland nacht schlaf gebracht !,0
5549,hor schon bekannte mimimimi ? ?,0
5550,"video gesehen hannover ... polizei , burger drehen kopfe .. arsch hose sagen . versuche menschenverachtenden religion bekehren ... warum sowas unterbunden ? wobei bewiesen islam wichtigsten gesetze verstot . lasst islam endlich verjagen abwarten spat , wobei glaube eh schon fast spat",0
5551,uno feindlich gegenuber europa !,0
5552,volksverrater regierung .,0
5553,"deutschland tag rechte volkes verletzt , wimper zucken ! ! kommt galle schund lese ! ! ! mach zeman , richtigen ! denkst volk land ! gefallt ! ! ! !",0
5554,"wixx kommisar seid raad al-hussein mal schon fresse halten , warum nehmen ganzen arabischen lander `` fluchtlinge '' ? ? ? penner ne kugel verdient ! ! ! ! ! ! tschechien ! ! !",1
5555,"wixx kommisar seid raad al-hussein mal schon fresse halten , warum nehmen ganzen arabischen lander `` fluchtlinge '' ? ? ? penner ne kugel verdient ! ! ! ! ! ! tschechien ! ! !",1
5556,"tschechen islam feindlich ! soo doof , ,unsere regierungsluschen '' berlin !",1
5557,"tschechen islam feindlich ! soo doof , ,unsere regierungsluschen '' berlin !",1
5558,ha ha.. genau deshalb `` fachkrafte `` tschechien . richtig gemacht . ..,0
5559,"schlau , sehen landern millionen moslimische migranten leben geht ...",0
5560,"ganze land besteht lug trug ! ! zeitungen berichten geschonte meldungen , tv zeigt falsche bilder polizei darf straftaten auslander veroffentlichen , bevolkerung ruhig halten . lange ?",0
5561,uber 180.500 burger wehren bereits merkel-regierung -- -unterschreiben teilen -- -https : //www.change.org/p/wir-fordern-den-r % c3 % bccktritt-der-bundeskanzlerin-dr-a-merkel-und-sofortige-neuwahl-der-bundesregierung-resignation-of-the-german-chancellor-dr-a-merkel-and-immediate-reelection-of-the-german-government ? recruiter=377615820 & utm_source=share_petition & utm_medium=copylink,0
5562,"vielen dank fur solidaritat , nachbarn ! konstatieren , mehrheit bewohner unserer republik ansichten islam prachtvollen prasident , herrn zeman , teilen ! gewaltsame widersinnige machtideologie ( deckende umkleidung religion ) platz europa !",0
5563,"na nenne mal anfang , top . ? ?",0
5564,uno ? ? firma geht miliarde kaine gute resultat : ( stop emmigrante europa,0
5565,islamfeindlichkeit antirassismus : p,0
5566,land charaktar ungarn.sie wissen gegend erde kommt gutes fast durchweg kriminell anpassungsunfahig .,0
5567,individualentscheidungen tschechien !,0
5568,"finde ansatzen richtig ... abschlu asylverfahrens abschlossene unterbringung warum sollen herrschaften beitragen ... kommen teilweise dicken geldbundeln ... harz 4 empfanger rentner zuviel eigenes vermogen mussen erst davon bezahlen ... bleibt gerechtigkeit , fur fluchtlinge gilt",0
5569,schutzen wenigstens land ! !,0
5570,genau richtig ...,0
5571,finde gut,0
5572,durfen ungarnode,0
5573,ie uno vllt lieber mal uberlegen wieso turkei nie eu durfte ... .und aufeinmal merkel forcieren ... trotz genozid turken kurden etc ... ..,0
5574,"islamistischem fundamentalismus mu gewarnt durfen , glauben art gefahrlich gleichberechtigt neben duldet . europa leben jedoch christlichen wertegemeinschaft , nachstenliebe unabhangig ansichten meinungen sowie glauben hoch wertgeschatzt . nachstenliebe fundamente denen miteinander basiert angst voreinander respekt entgegen bringt . genau liegt gefahr fur wertegemeinschaft augenblicklichen zuwanderung ergibt . mussen dafur sorge tragen werte normen geltend anerkannt , errungenschaften vorteile nutzen . durfen zulassen kultur werte zuwanderung empfindlich gestort kinder gewohnten friedlichen umgebung gro . stolz personen prasident zeman volk auftrag glaubt , klarem verstand abzuwagen vermag burger , wahler , ja volk bereit mitzutragen . gru gott",0
5575,recht lauft schief islamisierung voll gange traurig,0
5576,60 % deutschen herzen tschechen ? ?,0
5577,vietnamesischen romanischen bevolkerung genug tun brauchen sicherlich mehr ...,0
5578,heisst islamfeindlich . ignoriert . rund herum wehren politiker kleinen menschen volkerwanderung seit 4 monaten lauft lauft lauft ende sicht . deutschland aufspielen herren europas frau marie le penn lieben frau merkel dahingehend leviten ganz schon gelesen berlin einbildet . merkel gerufen verlangen pfeiffe agieren . sogar fluchtlingsfreundliche schweden schnauze voll erlasst gesetze wirksam ausgefuhrt . ubergangen ignoriert fur unmundig hingestellt . passiert politik medien fremdenfeindliche nie fremden dinge wurden ja verboten offentlichkeit kommen . ddr auferstanden warte sed aufersteht sagt kriegt ne kugel schadel . weit kommt besten dahin,0
5579,schei ami weit weg.frage schwatten mal grenze mexico zugeht .,1
5580,schei ami weit weg.frage schwatten mal grenze mexico zugeht .,1
5581,"uno schenke beachtung , staat saudi arabien vorsitz erhalt",0
5582,"gerade uno , korrupte verein , saudi vorsitzenden menschenrechtskommission beruft , fundamentalisten zulat , 17jahriger tode kopfen verurteilt wurde anschlieend aufgespiesst schau gestellt ! barbaren erdreisten , europaische politik einzumischen ? urheber ubels ja letztlich amis , samt uno u. nato ! ! ! ! wann weisen endlich schranken ? wann hort endlich hofiererei europaische union ( merkel ) ?",1
5583,"gerade uno , korrupte verein , saudi vorsitzenden menschenrechtskommission beruft , fundamentalisten zulat , 17jahriger tode kopfen verurteilt wurde anschlieend aufgespiesst schau gestellt ! barbaren erdreisten , europaische politik einzumischen ? urheber ubels ja letztlich amis , samt uno u. nato ! ! ! ! wann weisen endlich schranken ? wann hort endlich hofiererei europaische union ( merkel ) ?",1
5584,"frage immer : warum legen freiwiligen helfer job nieder tag uberall chaos , regierung handeln .",0
5585,gewisse politiker gewisse gutglaubige `` gut '' -menschen sollten mal sowas durchlesen wirklich allgemeiner geschichte vertraut . : http : //www.pnp.de/region_und_lokal/landkreis_altoetting/burghausen/1825747_als-deutsche-fluechtlinge-waren.html,0
5586,"saudi arabische uno kritisiert ? meint einziges . richtig . beste werbung fur land . kommen nicht.und schreiben , fluchtlinge hunde-futter benutzen , trinkt bier essen gibts tag schweinbrat : - )",0
5587,"genug dreck tschechien , fur gefahrlich arbeitslos , braucht mehr davon.. gefallt tschechien ? kannst ruhig gehen..",1
5588,"genug dreck tschechien , fur gefahrlich arbeitslos , braucht mehr davon.. gefallt tschechien ? kannst ruhig gehen..",1
5589,"uno antidemokratisch bringt berichte , islamischen diktatoren katar saudi arabien feder diktiert .",0
5590,"komisch , d ganzen mist verursacht , schimpfen andauernd lander , pflicht getan ! auerdem land fur endscheiden , tretet eu , schlu mist !",0
5591,geht vernunftige regierung .,0
5592,suizidverruckte lemminge ... .,0
5593,zeman absolut perfekt ! ! ! !,0
5594,mag tschechien,0
5595,solte tscheien asyl beantragen letzte christen,0
5596,wollem islam uberall verbreiten,0
5597,"tschechien schutzt , genau ungarn finde gut , ausbaden , groenwahnsinnige diktatorin merkel halb europa aufzwingen . notwehr , fur politiker tschechien ungarn gilt , gegensatz deutschland , erst eigene volk schutzen ! , unmut vieler deutscher , genau umgekehrt !",0
5598,milos zeman beste prasident welt ! ! ! ! !,0
5599,"tschechien menschenrechten kriegsfu steht wissen seit 45 . .. andererseits verstehen , kultur sog . fluchtlinge mogen . geht ja uberwiegend . ok , 2 % nazis -ah- willkommenskulturtraumer .",0
5600,"land verpflichtet fluchtlinge auszunehmen . , akzeptieren !",0
5601,genug eigene probleme ...,0
5602,fur menschenrechte beim islam ? ? ? ?,0
5603,tschechien handelt richtig sinne burger .,0
5604,fordern misstrauensvotum herr sigmar gabriel - bitte facebook twitter teilen : https : //www.change.org/p/sofortige-amtsenthebung-herr-gabriel-herr-gabriel-handelt-unverantwortlich-und-wir-fordern-das-misstrauensvotum-gegen-herr-gabriel,0
5605,eigenen land probleme denkenden `` politikern '' kommt darauf diejenigen falsch liegen konnten menschenrechte verletzen ! ! ! !,0
5606,glatt tschechien ziehen .,0
5607,achja wer gerade vorsitz lustigen verein ... .menschenrechte haha .,0
5608,"tschechien respekt , schei uno",1
5609,"tschechien respekt , schei uno",1
5610,klasse komme november besuchen .,0
5611,? ? ?,0
5612,"passt gut . moslems feindlich , moslemisch , kommt quittung",0
5613,tschechien < 3,0
5614,"liebe grusse zuruck bitte glauben uber , fernsehen sehen . deutsche volk nase voll ! ! ! ! sogenannten rechten",0
5615,ofter tschechien wintersport nettes u. friedliches volk . groteil cez . patrioten land lieben.he deutschland wacht . abfall usa ! ! ! europaische union brauchen us'bomben bezahlen .,0
5616,"prima richtig ok 4 politiker zusammen hubschen vollbusigen korlinda kroatien 5.spitzenpolitikerin ! burger christlichen abendlandern muslimischen invasion- uberfremdung schutzen.das amtsantritt burgern land verspiochen.bei merkel deutschland schwur , ,zum wohle deutschen volkes '' mittlerweile meineid geworden , merkel macht gerade gegenteil davon namlich politik deutsche volk ! .",0
5617,endlich staatsmann eigenes volk halt schutzt schutzen .,0
5618,nunmal christlich gepragtes land . lander islam hauptreligion deutlich feindlicher gegenuber glaubigen . brennen kirchen christen getotet . scheint wohl hinterfragt gar kritisiert verurteilt ... .,0
5619,tsjechien gehe .,0
5620,finde gut . ( zumindest einstellung her ) tscheche ? gefallt ! ! !,0
5621,vieleicht nehmen ja irgendwann rest deutschen bevolkerung . falls volksverrater schaffen sollten auszurotten .,1
5622,vieleicht nehmen ja irgendwann rest deutschen bevolkerung . falls volksverrater schaffen sollten auszurotten .,1
5623,"einmannstaat , ? ? general feldmarschall . regierung kannste gleich mitnehmen , tschu",0
5624,bravo tschechien !,0
5625,"naja , faisal hassan trad , saudi-arabiens botschafter vereinten nationen genf , vorsitzender un-menschenrechtsrat , wunder .",0
5626,"illegalen grenzubertreter freuen : nazis , fremdenfeindlich usw ... .. unglaublich",0
5627,"wer stiefeln usa windet aufmuckt , kommt rechte ecke terrorist eingestuft . ja bereits bekannt . hundertprozentig sicher , amerikaner nahen mittleren osten deshalb destabilisieren , europaer beschaftigt , merken , anderswo geschieht . uno sitzt ja umsonst new york , gelande , rockefeller einst geschenkt ... einfacher geht 's ; - ) habt schon gewusst ? `` bisschen erhellendes material uber unruhen nahen osten : beweise fur bewusste unterstutzung is usa erdruckend : irakische armee findet schwere us-waffen waffenlager islamischen staates ! vergangenen montag sah us-pentagon gezwungen berichte bestatigen , wonach irakische militar groes lager waffen raketen us-militars ausgehoben , vorher besitz islamischen staates befand . lager wurde entdeckt , nachdem irakische armee is kontrolliertes verwaltetes gebiet gewaltsam zuruckeroberte . neben groen mengen munition , wurden moderne panzerabwehrraketen typ tow ii gefunden . darauf angesprochen , antwortete us-verteidigungsministerium gegenuber journalisten ausweichend . [ 1 ] [ 2 ] demnach seien us-bestanden stammenden waffen keinesfalls vereinigten staaten islamischen staat geliefert worden . besagte waffen gingen irgendwann `` verloren '' gelten seit vergangenem jahr `` vermisst '' , geschickte ausrede . irakischen medienberichten zufolge , wurden lager mitsamt waffen vergangenen wochenende nahe stadt fallujah entdeckt . amerikaner regelmaig waffen fur is luft abgeworfen , heit ubereinstimmend . sprecher irakischen armee bestatigt angaben auerte nachfrage folgt :  waffen wurden us-flugzeugen helikoptern nahe beiji fur islamischen staat abgeworfen  sprecher us-armee wies aussage umgehend zuruck bezeichnete propaganda . allerdings beweise , fur bewusste unterstutzung islamischen staats washington sprechen , mittlerweile erdruckend lassen schluss , islamistischen terroristen seit jahren schon usa waffen , munition , lebensmitteln medizin beliefert . erhellend zusammenhang blick statistik.wahrend us-luftwaffe wahrend `` operation `` dessert storm '' rund 1.000 einsatze pro tag flog , kam is , syrien irak zusammen , gerade mal 11 tagliche einsatze [ 3 ] . allein daran lasst deutlich erkennen , amerikaner zeitpunkt geringste absicht , islmsichen staat ernsthaft schaden- ganz gegenteil : mehr offensichtlich , us-regierung gesteigertes interesse daran , is solange moglich wuten lassen - kosten hunderttausenden syrern , dafur leben bezahlten . querverweise : [ 1 ] western aid to terrorists : iraqi forces seize us-supplied anti-armor missiles from isis fallujah http : //www.globalresearch.ca/western-aid-to ... /5481753 [ 2 ] grosses lager us-waffen isis gefunden http : //alles-schallundrauch.blogspot.de/ ... /grosses-lager ... [ 3 ] chart : the airstrikes iraq and syria vs . previous military campaigns http : //www.defenseone.com/ ... /chart-airstrikes ... /117025/ `` 's , usa , kanada , england frankreich , lander , frohlich hinbomben , hinterher scherben aufsammeln , hinterlassen ? `` tatortreinigern '' verkommen ?",0
5628,"herr president zeman halten , tschechische volk steht juncker , merkel usw europa gemacht grote verbrechen europa je erlebt hatte.sie islam europa einfach geschenkt zerstorer europas geschichte eingehen .",0
5629,gut . danke tschechischen freunde !,0
5630,"super prasident zeman ! politiker gleichen deutschen ! ruhm ! medien luge ! geld geht fluchtlinge ! , ordnung : - (",0
5631,"gott sei dank fuer president . offentlich sagt , 95 % tschechen meint . stolz , pegida letzte jahr fuers zukunft europa gemacht . pilsen weit grenzen . vielen dank .",0
5632,finde richtig,0
5633,"ok. raus pack europa . unserer kultur unterwerfen geseetzen leben , raus !",1
5634,"ok. raus pack europa . unserer kultur unterwerfen geseetzen leben , raus !",1
5635,machens richtig genau schweizer,0
5636,"tschechien souveraner staat . volke gewahlte regierung trifft entscheidungen , interesse landes burger . deutschland .",0
5637,"tschechen , macht . verjagt dreckspack loscher zuruck denen gekrochen",1
5638,"tschechen , macht . verjagt dreckspack loscher zuruck denen gekrochen",1
5639,"grossartiges tschechien ! fuhlt glucklich , regierung steht fur volk !",0
5640,richtig,0
5641,besten sofort uno austreten . `` weltregierung '' braucht mensch .,0
5642,bravo tschen.bravo bruder ! ! ! !,0
5643,besucher fuhlt wohl sicher,0
5644,"lander unkontrollierte einwanderungswelle zigtausenden menschen wehren , marionetten behandeln lassen land schutzen , heute ganz schnell pauschal islamfeindlich verurteilt , recht eigentlich ? saudi arabien menschenrechte , schlechter witz , bock gartner gemacht . welt verkommen anfangen stinken wolfen schafspelz , land mu fluchtlinge aufnehmen hummanitaren grunden gewollt , anzahl land selber festlegen , namlich soviel verkraften . souverane staaten ewigen besserwisser irgendwann schnau ... ... .fallen .",0
5645,https : //www.facebook.com/marco.vonkarlsruhe/videos/1677168889214432/ ? fref=nf zeige allen..,0
5646,"uno ? wer ? ach ja , , exjugoslawien menschen , schutz gesucht ermordung ausgeliefert ! beihelfer massenmord tschechien ?",0
5647,"tja , tscheien sagen uno : steckt vorwurfe eueren ar..h !",0
5648,"ja ! islamofobic , claudia is oikofobic ! ! !",0
5649,halte unterschied genau gleiche ... un gehort nato europa gehoren nato amis gehoren ... wissen amis umgang menschenrechte och zimperlich ... shut up ...,0
5650,"fluchtlinge menschen . unterschied , land gut erging deutschland . uno desem fall zustimmen , tschechien fluchltingen ( ohnehin geringes ) gut abnimmt 10 euro taglich zahlen lasst . : (",0
5651,"unnotige uno klappe halten , sollen lieber prunkbauten raumen fluchtlinge is einquartieren",0
5652,"un vatikan diktiert ! erwartet , fur spiner gibt selbstaufgabe . warte sehnlichst tag vatikan feuer machenden eritraer uberrannt .",1
5653,"un vatikan diktiert ! erwartet , fur spiner gibt selbstaufgabe . warte sehnlichst tag vatikan feuer machenden eritraer uberrannt .",1
5654,tut leid,0
5655,ja,0
5656,29b5883e6ac78626 klar : d,0
5657,mutig u. richtig !,0
5658,reichengolfstaaten ! ? nein schon wissen warum http : //www.spiegel.de/politik/ausland/fluechtlinge-aus-syrien-die-golfstaaten-nehmen-keine-fluechtlinge-auf-a-1051885.html,0
5659,"deutschland ja experiment . leider land , versucht moglich , mehrere schwer gewalttatige religionen vereinen . deutschen mussen halt dank merkel dafur herhalten gefragt .",0
5660,deutschland migranten christenfeindlich behandeln deutsche schlecht ?,0
5661,tschechien ?,0
5662,danke fur beistandpegida !,0
5663,worte ... http : //de.gatestoneinstitute.org/6547/vergewaltigungen-migranten,0
5664,"hemmingen wurde schon mehrmals edeka warensmittel einkaufswagen mitgenommen bezahlen . eingestelltes sicherheitspersonal wurde zusammen geschlagen . lidl alb geschlossen , grossen mengen lebensmittel laden asylanten einfach mitgenommen wurde . beiden fallen polizei interessiert .",0
5665,"... wen wundert s ? ? ? ... , infos nachstehendem link kennt : https : //morbusignorantia.wordpress.com/2015/09/14/was-bedeutet-merkels-letztes-geloebnis-gegenueber-den-machtjuden-fuer-die-deutschen/",0
5666,na macht . ... .das wei hundert prozent . ... ..hier ellwangen ca . funftausend asylanten kaserne ... .. vergewaltigung polizei raus ruckt . ... .aber zeitung dahinter kommt . ... .siehe schwabische post ipf jagst zeitung . ... ... solch wut hass ... ... schei asylantenpack ... ... ! ! ! ! ! ! ! !,1
5667,na macht . ... .das wei hundert prozent . ... ..hier ellwangen ca . funftausend asylanten kaserne ... .. vergewaltigung polizei raus ruckt . ... .aber zeitung dahinter kommt . ... .siehe schwabische post ipf jagst zeitung . ... ... solch wut hass ... ... schei asylantenpack ... ... ! ! ! ! ! ! ! !,1
5668,nein ! auflage ... ! ?,0
5669,"sag armes deutschland , blo enden ?",0
5670,"klaren ja beantworten , ruhe lande auffheizen ! ! ! ddr zeiten , darf mehr eigenstandiges denken , mussen staat fordert , zeitung wurde untersagts sachen auszuschlachten , macht ( facebookhetzer )",0
5671,"verschweigen , wurde angeordnet ? ? ? ! ! !",0
5672,naturlich vertuscht . .,0
5673,vrheimlicht verharmlost norddeutschland .,0
5674,"zitat : integration moglich . : `` importieren islamistischen extremismus , arabischen antisemitismus , nationale ethnische konflikte volker sowie rechts- gesellschaftsverstandnis . ''",0
5675,"bleibt verstoe asylrecht rausgerechnet ? quote 2,3 % hoher deutschen . fur unterschied vernachlassigen helden . quelle : institut fur kriminalforschung munster",0
5676,"na klasse , probleme gelost , leute ... gibts ab sofort asylantenkriminalitat mehr ...",0
5677,lange glaubt haufen oben geht ? ? ? haufen ist.richtige menschen bez . herr frau .,0
5678,fall verheimlichen mehr immer schon vertuschen offentlichkeit gelangen lassen honeckers zeiten wahr,0
5679,"dce8612c12b80702 , woruber genau lachst ? wahrheit ?",0
5680,ja . polizei wurde politisch gezwungen .,0
5681,"vielleicht bricht ja , eigenen snowden , gefeiert , rechte ecke gestellt .",0
5682,stimme uberein,0
5683,uberrascht wirklich ... .,0
5684,willkommen chaos : http : //deutsche-wirtschafts-nachrichten.de/2015/10/24/oesterreich-leute-haben-angst-vor-grosser-menge-fremder-menschen/,0
5685,aslo glaube armen menschen grins,0
5686,"nie niemals , feindpropaganda , lach .",0
5687,"bald geht party richtig los , la la la la la la ... ..http : //www.noz.de/deutschland-welt/niedersachsen/artikel/630074/mehrere-hundert-fluchtlinge-in-niedersachsen-verschwunden",0
5688,denen vorwurf ! bekommen befehle oben ; - ),0
5689,"manipuliert . meinung , politische spektrum , zahlen , straftaten , bilder medien , auftritt pegida , fachkrafte-bild , talkshows , zahlen demonstranten , diffamierungen verurteilungen . . deutschland befindet meinungskrieg . medien politischen machthabern recht . konnte wunderbar ddr lernen . 40 jahre hielt . uberwanderung verkaufen .",0
5690,diktatur ... .,0
5691,schweiz 2007 ca . 20 % auslanderanteil.. 20 % begangen uber 50 % straftaten land.. offentlich diskutiert ... internet einsicht ... deutschland lauft seit jahrzehnten anderst auslanderkriminalitat .. einfach teppich gekehrt ... post themen passt setzten gerne deutschland liest teilt ( y ) https : //www.vimentis.ch/d/publikation/154/ausl % c3 % a4nderkriminalit % c3 % a4t+in+der+schweiz.html,0
5692,verheimliche straftaten . frau kinderwagen weggezerrt vergewaltigt geschlagen platte gesicht eingesetzt musste..,0
5693,"grundgesetz fur bundesrepublik deutschland art 20 ( 1 ) bundesrepublik deutschland demokratischer sozialer bundesstaat . ( 2 ) staatsgewalt geht volke . volke wahlen abstimmungen besondere organe gesetzgebung , vollziehenden gewalt rechtsprechung ausgeubt . ( 3 ) gesetzgebung verfassungsmaige ordnung , vollziehende gewalt rechtsprechung gesetz recht gebunden . ( 4 ) , unternimmt , ordnung beseitigen , deutschen recht widerstand , abhilfe moglich . zeit handeln ! ! ! ! volk ! ! ! !",0
5694,... .wer fur dummer verkaufen lasst ... ... immer nich viele !,0
5695,"gerade wunschzettel weihnachtsmann , ahm mann roten anzug weiem bart ( weihnachtsmann ja politisch `` unkorrekt '' ) geschrieben . sicher eher erfullt , ehrliche politik , lugenfreie pressemitteilungen tatsachliche teilnehmerzahlen demonstrationen !",0
5696,"schon klar , bullen legen zeug asylkritische kommentare zynische bilder gepostet . spreche eigener erfahrung . macht bullenvolk handlangern hochverraterischen regierung obwohl eigendlich furs volk sollten . freund helfer schon lange vorbei . deutsch , wurde tun arbeit erleichtern wurde . ... ... ... ..",0
5697,traumatisierte kriegsfluchtlinge niemals ; - ),0
5698,pack integriert ? na prost mahlzeit .,1
5699,pack integriert ? na prost mahlzeit .,1
5700,"misere sagt ganz brave friedliche menschen , zuname straftaten , vergewaltigungen , einzelfalle frei erfunden . ja liebe madels , nix mehr schwarzwurst , metzger",0
5701,"erst richtig lustig , wenns ans abschieben geht , fur aufenthaltsrecht besteht . entweder vorher nirwana abtauchen vehement ausweisung wehren , konnen durchfuhrenden krafte warm anziehen ...",0
5702,wahrheit ensprechen erinnert 88/89 ddr,0
5703,schon reden dabei schlinge frau merkel.geben falsch zusage holen paradies chaos hinschaut . handelt endlich .,0
5704,"gebildet , wieso kommt landern kriegen ? mal daruber nachgedacht ...",0
5705,"leben wirklich brd ? ? ? , glaub eher `` ehemalige '' ddr eingeschlichen . wurde wundern , frau merkel ( erika ) .",0
5706,"paar jahren niemals geglaubt verlogen ... ,",0
5707,na klar anweisung sogar,0
5708,"verheimlichen mussen , order ganz oben gut vorstellen . genau 1989 .",0
5709,neuigkeit ! polizei tun zeitungen !,0
5710,"ganz ehrlich , wer geschnallt verarscht lugenmedien immer grohlt `` refudschiees wellkomma '' helfen . wunsche mal begegnung spezialkraften . mitleid wurde engen grenzen halten .",1
5711,"ganz ehrlich , wer geschnallt verarscht lugenmedien immer grohlt `` refudschiees wellkomma '' helfen . wunsche mal begegnung spezialkraften . mitleid wurde engen grenzen halten .",1
5712,raketenwissenschaftler is gut ? sprengstoffexperten vergessen ?,0
5713,versteh frage ! ?,0
5714,"na sowas , ... ... ... brull , ... ... wer gedacht ! wartet mal ab lieben politisch eingesetzeten polizeichefs , ersten unschuldigen polizisten fluchtlingen totgeschlagen , erschossen abgestochen ! seid daran schuld hoffe , `` '' versetzt , dafur lange knast stecken !",0
5715,"freund freundin polizist , naturlich versucht irgendwas herraus bekommen . antwort : darf sagen versetzt entlassen . lange ruhig meinte : anni habt ahnung schlimmer denkt . freundin letzte woche gesagt freund daruber nachdenkt kundigen . handlungen polizei immer gut finde , zeit tuen echt leid . geglaubt mal sage .",0
5716,allein norddeutschland derart gehandhabt.auch sachsen.geschadigte einzelhandler z.b . gebeten anzeigen abstand nehmen asylantrag negativ beeinflussen . wobei sagen rolle spielt fachkraft wegen missetat auffallig wurde.erst rechtskraftige verurteilung konnte angelegenheit geringfugig beeinflussen . richter dresdner gerichtsstand ( dr . he..schw ... ) drucken traumatisierten uberzeugungstatern gern mal ... . auge untermauern gutmenschentum gern mal fluchtlingsdebatten ( z.b . kesselsdorf ) .vor gesetz gleich ( weniger gleich ) . ende lateinischen floskel : suum cuique,0
